bibNumber,title,deweyClass
2547754,Aircraft,629.1333
2988148,"Dan Raymers simplified aircraft design for homebuilders",629.1333
2123777,"Planes and other aircraft",629.13334
1981466,"Ultimate aircraft",629.13334
2024814,"Civil aircraft",629.13334
1929119,Aircraft,629.13334
152868,"Low horsepower fun aircraft you can build",629.13334
1955865,"encyclopedia of civil aircraft",629.13334
1892819,"Lockheed aircraft cutaways the history of Lockheed Martin",629.13334
1115658,"aircraft owners handbook everything you need to know about buying operating and selling an aircraft",629.13334
1116789,"Saab aircraft since 1937",629.13334
1774824,"Biplane to monoplane aircraft development 1919 39",629.13334
1110807,"Blackburn aircraft since 1909",629.13334
329401,"Gossamer Condor and Albatross a case study in aircraft design",629.13334
1661630,"Composite construction for homebuilt aircraft the basic handbook of composite aircraft aerodynamics construction maintenance and repair plus how to and design information",629.13334
1648495,"AeroCrafter homebuilt aircraft sourcebook",629.13334
1718254,"Homebuilt aircraft directory the buyers guide to almost 300 homebuilt aircraft designs",629.13334
121951,"25 most practical homebuilt aircraft",629.13334
372948,"Composite construction for homebuilt aircraft",629.13334
124724,"Man powered aircraft",629.13334
2376487,"Piper aircraft",629.13334
493392,"Lockheed aircraft since 1913",629.13334
1993266,"Electric aircraft technology",629.13334
205319,"Pacific aircraft wrecks and where to find them",629.13334
153481,"McDonnell Douglas aircraft since 1920",629.13334
2465419,"50 aircraft that changed the world",629.13334
26917,"worlds civil marine aircraft",629.13334
547641,"Grumman aircraft since 1929",629.13334
583405,"Learjets the worlds executive aircraft",629.13334
344664,"U S commercial aircraft",629.13334
2037918,"worlds most significant and magnificent aircraft evolution of the modern airplane",629.13334
570033,"General Dynamics aircraft and their predecessors",629.13334
432129,"Curtiss aircraft 1907 1947",629.13334
200430,"Business flying the profitable use of personal aircraft",629.13334
2746817,"nations hangar aircraft treasures of the Smithsonian from the National Air and Space Museums Steven F Udvar Hazy Center",629.13334
409975,"Berger Burrs ultralight and microlight aircraft of the world",629.13334
373048,"ARV the encyclopedia of aircraft recreational vehicles",629.13334
3419637,"50 aircraft that changed the world",629.13334
3780535,"Aircraft the definitive visual history",629.13334
2167135,"Rescue helicopters and aircraft",629.13335
1817158,"helicopter an illustrated history of rotary winged aircraft",629.13335
1648497,"Aircraft systems really knowing your airplane",629.134
1649301,"Advanced aircraft systems",629.134
524870,"Aircraft systems understanding your airplane",629.134
1117403,"Low power laminar aircraft technologies",629.1341
1889257,"Introduction to aircraft design",629.1341
1915033,"Standard aircraft handbook for mechanics and technicians",629.1342
1648499,"sportplane builder aircraft construction methods",629.1342
1647841,"Standard aircraft handbook",629.1342
367563,"Aircraft construction repair inspection",629.1342
146825,"Build your own sport plane with homebuilt aircraft directory",629.1342
3193321,"Standard aircraft handbook for mechanics and technicians",629.1342
1255847,"1992 worldwide homebuilt aircraft directory",629.1342
727387,"Aircraft dope and fabric",629.13431
530546,"Airframe structural design practical design information and data on aircraft structures",629.13431
1946139,"Aircraft structures for engineering students",629.13431
104176,"Aircraft bonded structure an Aviation Maintenance Foundation inc training manual",629.13431
372494,"Comprehensive reference guide to airfoil sections for light aircraft",629.13432
1647838,"Aircraft gas turbine engines of the world and dictionary of the gas turbine",629.13435
1941275,"World encyclopaedia of aero engines all major aircraft power plants from the Wright brothers to the present day",629.13435
1393748,"Aircraft powerplants",629.13435
1647861,"Aircraft powerplants",629.13435
1647839,"Aircraft gas turbine powerplants",629.13435
402099,"Aircraft engine operating guide",629.13435
491216,"Aircraft piston engines from the Manly Balzer to the Continental Tiara",629.13435
1649297,"Aircraft piston engines from the Manly Baltzer to the Continental Tiara",629.13435
352202,"Aircraft governors an Aviation Maintenance Publishers Inc training manual",629.13436
551155,"Aircraft landing gear design principles and practices",629.13438
428778,"Landing gear design for light aircraft",629.13438
1754654,"Breathing oxygen requirements for Boeing commercial jet transport aircraft Jamils handbook",629.13443
1816415,"Allied aircraft piston engines of World War II history and development of frontline aircraft piston engines produced by Great Britain and the United States during World War II",629.13452
1648473,"Aircraft maintenance repair",629.1346
128820,"Aircraft mechanics shop manual",629.1346
719020,"Aircraft inspection for the general aviation aircraft owner",629.1346
203944,"Aircraft repair manual",629.1346
1647837,"Aircraft electricity electronics",629.1354
1121132,"Aircraft electrical systems",629.1354
165596,"Modern coach and motor trimming a textbook for students and craftsmen",629.16
2881767,"golden age of handbuilt bicycles craftsmanship elegance and function",629.2272
2109998,"Art cars the cars the artists the obsession the craft",629.262
1252090,"Space stars planets and spacecraft",629.4
1647113,Spacecraft,629.4
1836370,"Rockets and spacecraft",629.4
471519,"Space crafting invent your own flying spaceships",629.40228
701998,"Model spacecraft construction units for secondary school industrial arts",629.4086
3427548,"Spacecraft 100 iconic rockets shuttles and satellites that put us into space",629.409
11456,"American astronauts and spacecraft a pictorial history from Project Mercury through Apollo 13",629.40973
506559,Spacecraft,629.41
2577680,"How spacecraft fly spaceflight without formulae",629.41
64389,"Rockets and spacecraft how they work",629.42
215256,"Structural design of missiles and spacecraft",629.423
2612516,"Ambassadors from Earth pioneering explorations with unmanned spacecraft",629.435
344443,"exploration of outer space with cameras a history of the NASA unmanned spacecraft missions",629.4354
2051906,"Mission Jupiter the spectacular journey of the Galileo spacecraft",629.43545
3676879,"little spacecraft that could New Horizons amazing journey to Pluto and Arrokoth",629.43549
2919249,"Space academy how to fly spacecraft step by step",629.441
519606,"Soviet manned space program an illustrated history of the men the missions and the spacecraft",629.45009
131855,"Chariots for Apollo a history of manned lunar spacecraft",629.454
3736155,"Missions to Mars a new era of rover and spacecraft discovery on the Red Planet",629.4553
1655943,"fantastic cutaway book of spacecraft",629.47
3265023,Spacecraft,629.47
3278823,Spacecraft,629.47
3453790,"science of spacecraft the cosmic truth about rockets satellites and probes",629.47
3203768,"Grow create inspire crafting a joyful life of beauty and abundance",631.58
2167221,"homeowners guide to controlling crafty critters pro secrets to stop sneaky squirrels and other nuisance wildlife in their tracks",632.6
2317933,"Jerry Bakers bug off 2193 super secrets for battling bad bugs outfoxing crafty critters evicting voracious varmints and much more",632.7
3421347,"Craft weed family farming and the future of the marijuana industry",633.79097
1804137,"Simple pleasures of the garden stories recipes crafts from the abundant earth",635
2467927,"P Allen Smiths living in the garden home connecting the seasons with containers crafts and celebrations",635
3006882,"best ever step by step kids first gardening fantastic Gardening Ideas for 5 12 year olds from growing fruit and vegetables and fun with flowers to wildlife gardening and outdoor crafts",635
1714866,"Your backyard herb garden a gardeners guide to growing over 50 herbs plus how to use them in cooking crafts companion planting and more",635.7
2240362,"whole herb for cooking crafts gardening health and other joys of life",635.7
2582833,"complete illustrated book of herbs growing health beauty cooking crafts",635.7
1930624,"Northwest herb lovers handbook a guide to growing herbs for cooking crafts and home remedies",635.70979
1635423,"Garden crafts for kids 50 great reasons to get your hands dirty",635.9
1259773,"complete geranium cultivation cooking and crafts",635.93321
1324434,"rose book how to grow roses organically and use them in over 50 beautiful crafts",635.93337
2795817,"lavender lovers handbook the 100 most beautiful and fragrant varieties for growing crafting and cooking",635.93396
2882861,"Succulents simplified growing designing and crafting with 100 easy care varieties",635.9525
3523384,"Stylish succulent designs other botanical crafts 40 DIY arrangements wreaths living walls more",635.9525
3183588,"Plant craft 30 projects that add natural style to your home",635.965
3674557,"Ferns indoors outdoors growing crafting",635.973
3463269,"Carving out a living on the land lessons in resourcefulness and craft from an unusual Christmas tree farm",635.9775
2702332,"Terrarium craft create 50 magical miniature worlds",635.9824
2647274,"Horse crazy 1001 fun facts craft projects games activities and know how for horse loving kids",636.1
