title,deweyClass
"Im afraid of men",306.76809
"Gender failure",306.76809
"Self ish a transgender awakening",306.76809
"Becoming Nicole the transformation of an American family",306.76809
"Yes you are trans enough my transition from self loathing to self love",306.76809
"Beyond trans does gender matter",306.76809
"This body I wore a memoir",306.76809
"Beautiful Darling",306.76809
"Leitis in waiting Lady Eva",306.76809
Continuum,306.76809
"My life in transition a super late bloomer collection",306.76809
"I am Jazz",306.76809
"Darling days",306.76809
"Super late bloomer my early days in transition an up and out collection",306.76809
"new normal coming out as transgender in midlife",306.76809
"Markie in Milwaukee",306.76809
"X gender Volume 1",306.76809
"Balls it takes some to get some a memoir",306.76809
"bride was a boy",306.76809
"Before trans three gender stories from nineteenth century France",306.76809
"Please miss a heartbreaking work of staggering penis",306.76809
"Lou Sullivan daring to be a man among men",306.76809
"Mr Angel",306.76809
"Being Jazz my life as a transgender teen",306.76809
"Chaz Bono",306.76809
"Warrior princess a U S Navy SEALs journey to coming out transgender",306.76809
"America through transgender eyes",306.76809
"apartment on Uranus chronicles of the crossing",306.76809
"Man alive a true story of violence forgiveness and becoming a man",306.76809
"Trans figured my journey from boy to girl to woman to man",306.76809
"Not just a tomboy a trans masculine memoir",306.76809
"Darling days a memoir",306.76809
"Becoming a man the story of a transition",306.76809
"Caitlyn Jenner",306.76809
"Lana Wachowski",306.76809
"Trans mission my quest to a beard",306.76809
"comprehensive guide to intersex",306.7685
"Raising Rosie our story of parenting an intersex child",306.7685
"Born both an intersex life",306.7685
"Subject to change trans poetry conversation",306.7685
XOXY,306.7685
"My husband Betty love sex and life with a crossdresser",306.77
"Unlimited intimacy reflections on the subculture of barebacking",306.77
"female impersonators",306.77
"From toads to queens transvestism in a Latin American setting",306.77
"Shere Hite reader new and selected writings on sex globalization and private life",306.77
"threesome handbook a practical guide to sleeping with three",306.77
"Archiving an epidemic art AIDS and the queer Chicanx avant garde",306.77086
"All I could bare my life in the strip clubs of gay Washington D C",306.77092
"Ties that bind the SM leather fetish erotic style issues commentaries and advice",306.775
"Leatherfolk radical sex people politics and practice",306.775
"Diary of a drag queen",306.778
"My husband Betty love sex and life with a crossdresser",306.778
"No girls allowed tales of daring women dressed as men for love freedom and adventure",306.77808
"I am my own wife the true story of Charlotte von Mahlsdorf",306.77809
"Re dressing Americas frontier past",306.77809
"Paris is burning",306.77809
"For better or for worse",306.81
"Unhitched love marriage and family values from West Hollywood to western China",306.8109
"marriage act the risk I took to keep my best friend in America and what it taught us about love",306.81097
"Bob Rod",306.84
"Boston marriages romantic but asexual relationships among contemporary lesbians",306.84
"case for same sex marriage from sexual liberty to civilized commitment",306.84
"Ask me about polyamory the best of Kimchi Cuddles",306.8423
"Polyamory in the twenty first century love and intimacy with multiple partners",306.8423
"Three of hearts a postmodern family",306.8423
"Gay marriage",306.848
"Tying the knot the union thats dividing America",306.848
"Here come the brides reflections on lesbian love and marriage",306.848
"Same sex marriage granting equal rights or damaging the status of marriage",306.848
"commitment love sex marriage and my family",306.848
"Together forever gay and lesbian marriage",306.848
"For they know not what they do",306.848
"Freedom to marry",306.848
"wedding a familys coming out story",306.848
"I cant marry you",306.848
"No place like home relationships and family life among lesbians and gay men",306.848
"On the road to same sex marriage a supportive guide to psychological political and legal issues",306.848
"Why marriage matters America equality and gay peoples right to marry",306.848
"Equality practice civil unions and the future of gay rights",306.848
"Gay marriage and democracy equality for all",306.848
"lesbian and gay book of love and marriage creating the stories of our lives",306.848
"My lesbian husband landscapes of a marriage",306.848
"Legalizing gay marriage",306.848
"Just married same sex couples monogamy the future of marriage",306.848
"Moving on the gay mans guide for coping when a relationship ends",306.848
"Same sex marriage moral wrong or civil right",306.84809
"We do a celebration of gay and lesbian marriage",306.84809
"Until I meet my husband",306.84809
"Courting equality a documentary history of Americas first legal same sex marriages",306.84809
"battle over marriage gay rights activism through the media",306.84809
"I do I dont queers on marriage",306.84809
"Same sex marriage the debate",306.84809
"We do American leaders who believe in marriage equality",306.84809
"Same sex marriage in the United States focus on the facts",306.84809
"Gay Catholic and American my legal battle for marriage equality and inclusion",306.84809
"Spoiler alert the hero dies a memoir of love loss and other four letter words",306.84809
"Gay marriage",306.84809
"Legalizing LGBT families how the law shapes parenthood",306.84809
"Civil wars a battle for gay marriage",306.84809
"Hitched wedding stories from San Francisco City Hall",306.84809
"Same sex unions in premodern Europe",306.84809
"best party of our lives stories of gay weddings and true love to inspire us all",306.84809
"Double life a love story from Broadway to Hollywood",306.84809
"Civil wars the battle for gay marriage",306.84809
"essential guide to gay lesbian weddings",306.84809
"Lesbian and gay families redefining parenting in America",306.85
"Reinventing the family the emerging story of lesbian and gay parents",306.85
"Secrets and lies surviving the truths that change our lives",306.85
"gay baby boom the psychology of gay parenthood",306.85
"American family",306.85
"Families of value gay and lesbian parents and their children speak out",306.85
"family by any other name exploring queer relationships",306.85086
"Love lives here a story of thriving in a transgender family",306.85086
"Gay and lesbian families",306.85086
"lesbian family life cycle",306.85086
"74 and sunny",306.85089
"Lost found a memoir",306.85097
"Queer family values debunking the myth of the nuclear family",306.85097
"Modern families stories of extraordinary journeys to kinship",306.85097
"Buying dad one womans search for the perfect sperm donor",306.87
"Breakfast with Tiffany a memoir",306.87
"Bubbeh Lee me",306.87
"Lesbian step families an ethnography of love",306.87
"Families we choose lesbians gays kinship",306.87
"Camp Lavender Hill",306.87
"Filthy beasts a memoir",306.87092
"My husband is gay a womans guide to surviving the crisis",306.872
"Is my husband gay straight or bi a guide for women concerned about their men",306.8722
"Member of the family gay men write about their families",306.874
"Coming out as parents you and your homosexual child",306.874
"Journey to same sex parenthood firsthand advice tips and stories from lesbian and gay couples",306.874
"Family values two moms and their son",306.874
"Love makes a family portraits of lesbian gay bisexual and transgender parents and their families",306.874
"Embracing the journey Christian parents blueprint to loving your LGBTQ child",306.874
"Mom Dad Im gay how families negotiate coming out",306.874
"Home fronts controversies in nontraditional parenting",306.874
"Are there closets in heaven a Catholic father and lesbian daughter share their story",306.874
"Zacks story growing up with same sex parents",306.874
"This is my family a first look at same sex parents",306.874
"Everyone should have a gay son a pastors journey",306.874
"family heart a memoir of when our son came out",306.874
"Out of the closet into our hearts celebrating our gay Lesbian family members",306.874
