distinct_bib,subject
2086016,"Homosexuality Fiction"
2086247,"Gay rights United States"
2086281,"Gay liberation movement United States History"
2086281,"Gay mens writings American"
2086281,"Lesbians writings American"
2086282,"Abused lesbians"
2086282,"Lesbian couples"
2086283,"Mass media and gays United States"
2086533,"Gay motion picture producers and directors Italy"
2086622,"Gay men Fiction"
2086637,"Lesbians Fiction"
2086639,"Lesbians Fiction"
2086640,"Lesbians Fiction"
2086648,"Lesbians Fiction"
2087490,"Gay men Poetry"
2087660,"Gays Fiction"
2087662,"Gay men Literary collections"
2087662,"Gay mens writings Japanese Translations into English"
2088119,"Homosexuality in motion pictures"
2088119,"Lesbianism in motion pictures"
2088365,"Lesbians Canada Fiction"
2088665,"Gay high school students Virginia Lexington Biography"
2088665,"Gay teenagers Virginia Lexington Biography"
2088780,"Gay youth Fiction"
2088796,"Gays Fiction"
2088801,"Lesbians Fiction"
2088805,"Lesbians Fiction"
2088812,"Lesbians Fiction"
2088814,"Lesbians Fiction"
2088816,"Lesbians Fiction"
2090017,"Gay clubs New York State New York"
2090017,"Gay community New York State New York"
2090017,"Gays New York State New York Identity"
2090017,"Lesbian community New York State New York"
2090017,"Lesbians New York State New York Identity"
2090916,"Gay men Fiction"
2090925,"Gay youth Fiction"
2091217,"Lesbian mothers"
2091232,"Asian American gays Literary collections"
2091232,"Gays writings American"
2091236,"Lesbians Drama"
2091578,"Homosexuality Fiction"
2092213,"Gay men Fiction"
2093384,"Lesbians Fiction"
2093457,"Gay men Fiction"
2093547,"Gay youth Fiction"
2093730,"Lesbians Fiction"
2093732,"Lesbians Fiction"
2093733,"Gay men Sexual behavior Fiction"
2093737,"Lesbians Fiction"
2093738,"Lesbians Fiction"
2094644,"Gay youth Fiction"
2094747,"Homosexuality Mythology"
2095051,"Gay rights"
2095051,"Gays Crimes against"
2095082,"Gays Religious life"
2095082,"Homosexuality Religious aspects Christianity"
2096364,"Gay liberation movement Developing countries"
2096364,"Homosexuality Developing countries"
2097226,"Abused lesbians"
2097432,"Gay men United States Biography"
2097928,"Gay mens writings English"
2098731,"Lesbian mothers Fiction"
2098975,"Children of gay parents United States"
2098975,"Gay fathers Family relationships United States"
2098975,"Gay fathers United States Family relationships"
2099062,"Gay men United States Biography"
2099486,"Gay men United States Biography"
2099714,"Lesbian teenagers Fiction"
2100400,"Gay men United States Biography"
2100400,"Gays United States Identity Case studies"
2100411,"Gay artists United States Interviews"
2100411,"Gays United States Interviews"
2100411,"Homosexuality United States"
2101546,"Gay men Drama"
2101663,"Homosexuality in art"
2101865,"Lesbians Fiction"
2102161,"Lesbians United States Fiction"
2102503,"Gay men Humor"
2102503,"Gay wit and humor"
2102503,"Homosexuality Humor"
2102503,"Lesbians Humor"
2102667,"Gay men Fiction"
2102820,"Gay men"
2102915,"Gay men Southern States"
2102915,"Gays Southern States"
2102915,"Homosexuality Southern States"
2102915,"Lesbians Southern States"
2103037,"Lesbians Fiction"
2103422,"Gay men Fiction"
2104244,"Gay men Fiction"
2104260,"Lesbians Fiction"
2104298,"Lesbians Fiction"
2104311,"Gay men Fiction"
2104315,"Gay men Fiction"
2104520,"Gay men United States Biography"
2104673,"Gays Legal status laws etc United States"
2104673,"Homosexuality Law and legislation United States"
2104673,"Lesbians Legal status laws etc United States"
2104692,"Gay couples Legal status laws etc United States Popular works"
2104692,"Lesbian couples Legal status laws etc United States Popular works"
2104850,"Homosexuality Drama"
2105723,"Lesbian mothers"
2106919,"Gay men Fiction"
2106920,"Gay teenagers Fiction"
2106981,"Gay men Fiction"
2107352,"Homosexuality Drama"
2108012,"Homosexuality Fiction"
2108012,"Homosexuality Juvenile fiction"
2108085,"Lesbians Fiction"
2108148,"Gay students United States Psychology"
2108148,"Gay youth United States Psychology"
2108173,"Gay couples United States"
2108173,"Gay male couples United States"
2109000,"Lesbians Fiction"
2109084,"Lesbians Biography"
2109332,"Gays Nazi persecution"
2109624,"Lesbians United States Biography"
2109635,"Homosexuality Mexico Guadalajara Case studies"
2109654,"Gay couples United States"
2109654,"Gay male couples United States"
2109654,"Gay men United States Attitudes"
2109654,"Gay men United States Psychology"
2110285,"Gays Fiction"
2110291,"Gay men Fiction"
2111125,"Gays Germany Interviews"
2111125,"Gays Nazi persecution"
2111125,"Homosexuality Law and legislation Germany"
2111125,"National socialism and homosexuality Germany History"
2112037,"Gay men United States Psychology"
2112037,"Gay men United States Social conditions"
2112037,"Gay men United States Social life and customs"
2112197,"Gay couples Drama"
2112197,"Gay male couples Drama"
2112242,"Lesbians Fiction"
2112243,"Lesbians Fiction"
2112411,"Homosexuality Male Drama"
2112411,"Male homosexuality Drama"
2113213,"Stella fictitious character Gay Fiction"
2113213,"Stella Fictitious character Gay Juvenile fiction"
2113873,"Gay parents Fiction"
2113873,"Lesbianism Fiction"
2114418,"Lesbian Fiction"
2115575,"Gays Fiction"
2116903,"African American gays Fiction"
2116903,"Gay men Fiction"
2117698,"Gay men Italy Florence Biography"
2119460,"Gay liberation movement United States"
2119461,"Gay couples Legal status laws etc Canada"
2119461,"Gay male couples Legal status laws etc Canada"
2119461,"Gay rights Law and legislation Canada"
2119693,"Homosexuality Research History"
2120162,"Gay fathers Fiction"
2120188,"Gay teenagers Fiction"
2120291,"Gay actors Fiction"
2120291,"Gay men Crimes against Fiction"
2121375,"Homosexuality Fiction"
2121375,"Homosexuality Juvenile fiction"
2121375,"Lesbian mothers Fiction"
2121375,"Lesbian mothers Juvenile fiction"
2121391,"Homosexuality Fiction"
2121510,"Homosexuality Drama"
2121835,"Gay men Fiction"
2121845,"Gay liberation movement United States History"
2121845,"Gay rights United States"
2122415,"Homosexuality Fiction"
2122819,"Gay men United States History 20th century"
2122819,"Gay rights United States History 20th century"
2122819,"Lesbians United States History 20th century"
2122867,"Homosexuality and motion pictures"
2122867,"Homosexuality in motion pictures"
2123417,"Gay couples Fiction"
2123417,"Gay male couples Fiction"
2123417,"Gay men Fiction"
2123969,"Children of gay parents Psychology"
2123969,"Gay parents"
2124594,"Gay men Iowa Fiction"
2125070,"Gay men Social life and customs"
2125070,"Gays in popular culture"
2125070,Homosexuality
2125070,"Lesbians Social life and customs"
2125085,"Lesbians Fiction"
2125149,"Lesbians Fiction"
2125393,"Lesbians Comic books strips etc"
2125448,"Gay men United States Psychology Fiction"
2125476,"Lesbians Recreation Handbooks manuals etc"
2125477,"Older gay men United States Conduct of life"
2125477,"Older gay men United States Interviews"
2125477,"Older gay men United States Psychology"
2125646,"Gay teenagers Fiction"
2125930,"Goldingay John"
2125931,"Gay men United States Biography"
2125931,"Gay mens writings American"
2125931,"Jewish gays United States Biography"
2125982,"Lesbians Anecdotes"
2126442,"Homosexuality in the Bible"
2126442,"Homosexuality Religious aspects Christianity"
2126554,"Gay men Fiction"
2127519,"Lesbians Drama"
2127986,"Lesbians United States"
2128474,"Gay couples"
2128934,"Lesbians Fiction"
2129686,"Lesbians Fiction"
2130574,"Lesbians and musicals United States"
2130664,"Gay men Fiction"
2130839,"Gays Cuba Biography Drama"
2130940,"Gay men Crimes against Wyoming Laramie Drama"
2130978,"Lesbians Fiction"
2131967,"Gay men New York State New York Fiction"
2132420,"Gay men Fiction"
2133548,"Lesbians Fiction"
2134337,"Gay men New York State New York Fiction"
2135021,"Lesbians Fiction"
2135074,"Homosexuality Male History"
2135280,"Homosexuality Fiction"
2135280,"Homosexuality Juvenile fiction"
2135858,"Gays Biography"
2135858,"Gays writings American History and criticism"
2135858,"Gays writings English History and criticism"
2135858,"Homosexuality and art"
2135858,"Homosexuality and literature"
2135896,"African American gays Fiction"
2135896,"African American lesbians Fiction"
2135896,"Bisexuals Fiction"
2135896,"Gay men Fiction"
2135896,"Gays writings American"
2135896,"Lesbians Fiction"
2135932,"Gay men Fiction"
2136091,"Gays Miscellanea"
2136748,"Gays Crimes against United States"
2137240,"Gay heroes United States Biography"
2137400,"Homosexuality Fiction"
2137400,"Homosexuality Juvenile fiction"
2138675,"Gay men Fiction"
2138726,"Gays Fiction"
2138991,"Lesbians Fiction"
2139074,"Gay actors Biography"
2139074,"Homosexuality in motion pictures"
2139074,"Lesbian actresses Biography"
2139674,"Gays writings American"
2140103,"Gay athletes United States Biography"
2140103,"Homosexuality Male United States Case studies"
2140103,"Male homosexuality United States Case studies"
2141483,"African American gays Literary collections"
2141483,"Gay men Literary collections"
2141523,"Gay Jerry"
2141762,"Gays Fiction"
2143035,"Lesbians Literary collections"
2143035,"Lesbians United States Biography"
2143035,"Lesbians writings American"
2143264,"Gay liberation movement History"
2143264,"Lesbian feminism History"
2143722,"Lesbians Fiction"
2143808,"Lesbian couples Drama"
2144574,"Gay men Great Britain Biography"
2145280,"Lesbians Fiction"
2146449,"Gay men Fiction"
2146549,"Gay men Fiction"
2147090,"Gay men California San Francisco Biography"
2147211,"Gay erotic art"
2147211,"Homosexuality and art"
2147211,"Homosexuality in art"
2147253,"Gay activists United States Biography"
2147253,"Gay liberation movement United States History"
2147423,"Lesbians Fiction"
2147423,"Lesbians writings American"
2147439,"Gay men Fiction"
2147498,"Lesbians France Paris Biography"
2147527,"Gay men Colombia Medillin Drama"
2147584,"Gay men Fiction"
2147584,"Jewish gays Fiction"
2147590,"Gay men Fiction"
2147674,"Lesbians Fiction"
2148987,"Gay couples Fiction"
2148987,"Gay male couples Fiction"
2148987,"Gay men Fiction"
2149118,"Gay men Fiction"
2149123,"Gay men Fiction"
2149144,"Lesbians Minnesota Minneapolis Metropolitan Area Fiction"
2149149,"African American gays Fiction"
2149149,"Gay youth Fiction"
2149164,"Lesbians Fiction"
2149166,"Lesbians Fiction"
2149225,"Gay teenagers United States"
2149535,"Lesbians Fiction"
2150357,"Gay men Fiction"
2150411,"Gay teenagers Family relationships"
2150411,"Gay teenagers Social conditions"
2150411,"Parents of gays"
2150634,"Gay men Fiction"
2150754,"Gay men Family relationships United States"
2150754,"Gay men United States Family relationships"
2150754,"Gay mens writings American"
2152317,"Lesbians United States Biography"
2152395,"Gay men Fiction"
2152510,"Gay erotic fiction"
2152510,"Gays Cuba Fiction"
2152681,"Homosexuality Fiction"
2153393,"Homosexuality Biblical teaching"
2153393,"Homosexuality History"
2153586,"Gay men Fiction"
2153775,"Gay men France Fiction"
2153776,"Gay men Fiction"
2153778,"Gay teenagers Fiction"
2154158,"Gays writings American"
2154158,"Gays writings Canadian"
2156007,"Gay teenagers Fiction"
2156557,"Lesbians Fiction"
2157273,"Gays Washington State Seattle History"
2157273,"Gays Washington State Seattle Identity"
2157273,"Gays Washington State Seattle Interviews"
2157273,"Homosexuality Washington State Seattle"
2157297,"Gay men United States Biography"
2157297,"Homosexuality Psychological aspects"
2157297,"Psychoanalysis and homosexuality"
2157300,"Lesbians United States Sexual behavior"
2157300,"Lesbians United States Social networks"
2157311,"Lesbian psychotherapists United States Biography"
2157311,"Lesbians United States Biography"
2157312,"Gay men Poetry"
2157329,"Lesbians Fiction"
2157387,"Gay men Sexual behavior Fiction"
2157631,"Gay athletes Fiction"
2157631,"Gay men Fiction"
2158919,"Gays writings History and criticism"
2158919,"Homosexuality and literature"
2158919,"Homosexuality in literature"
2158981,"Gay men Case studies"
2158981,"Homosexuality Public opinion History 20th century"
2159062,"Gay men Drama"
2159097,"Etiquette for gay men United States"
2159097,"Gay men United States Social life and customs"
2159120,"Lesbians Fiction"
2159122,"Lesbians Fiction"
2159153,"Gay mens writings English"
2159153,"Short stories Gay authors"
2159154,"Gay men Fiction"
2159664,"Homosexuality Fiction"
2159999,"Stella fictitious character Gay Fiction"
2159999,"Stella Fictitious character Gay Juvenile fiction"
2160232,"Lesbian students Fiction"
2160257,"Gay men Crimes against Fiction"
2160258,"Gay men Fiction"
2160259,"Gay men Fiction"
2160260,"Lesbians Fiction"
2160261,"Lesbians Fiction"
2160263,"Lesbian erotica"
2160263,"Lesbians Fiction"
2160264,"Gay men Fiction"
2160265,"Lesbians Fiction"
2160267,"Lesbians United States Sexual behavior"
2160268,"Lesbians Fiction"
2160269,"Lesbians Fiction"
2160270,"Lesbians Fiction"
2160271,"Lesbians Fiction"
2160272,"Lesbians Fiction"
2160272,"Lesbians writings American"
2160273,"Lesbians Fiction"
2160274,"Lesbians Fiction"
2160276,"Lesbians Fiction"
2160277,"Gay men Fiction"
2160278,"Lesbians Fiction"
2160280,"Gay men Fiction"
2160281,"Gay men Fiction"
2160282,"African American gays New York State New York Fiction"
2160282,"Gay men New York State New York Fiction"
2160283,"Gay men Fiction"
2160284,"Lesbians Fiction"
2160285,"Lesbians Fiction"
2160286,"Lesbians Fiction"
2160287,"Gay men Fiction"
2160287,"Gay youth Fiction"
2160288,"Gay men Fiction"
2160289,"Gay men Fiction"
2160290,"Gay men Fiction"
2160291,"Gay men Fiction"
2160292,"Lesbians Fiction"
2160293,"Bisexuality in marriage Fiction"
2160293,"Gay men Fiction"
2160294,"Gay men Fiction"
2160295,"Lesbians Fiction"
2160295,"Lesbians writings American"
2160297,"Gay men Illinois Chicago Fiction"
2160598,"Lesbian teenagers Fiction"
2161266,"Lesbianism United States"
2161266,"Lesbians Sexual behavior"
2161266,"Sex instruction for lesbians"
